date,tavg,tmax,tmin
1958-01-01,38.5,46.0,31.0
1958-01-02,42.0,47.0,37.0
1958-01-03,46.5,49.0,44.0
1958-01-04,46.5,49.0,44.0
1958-01-05,45.5,48.0,43.0
1958-01-06,39.0,42.0,36.0
1958-01-07,44.0,50.0,38.0
1958-01-08,44.5,46.0,43.0
1958-01-09,43.0,47.0,39.0
1958-01-10,44.5,47.0,42.0
1958-01-11,44.0,48.0,40.0
1958-01-12,43.0,45.0,41.0
1958-01-13,41.5,45.0,38.0
1958-01-14,44.5,49.0,40.0
1958-01-15,48.0,52.0,44.0
1958-01-16,48.0,51.0,45.0
1958-01-17,45.5,48.0,43.0
1958-01-18,42.5,45.0,40.0
1958-01-19,41.0,45.0,37.0
1958-01-20,42.0,46.0,38.0
1958-01-21,40.0,43.0,37.0
1958-01-22,42.0,47.0,37.0
1958-01-23,44.5,47.0,42.0
1958-01-24,44.5,47.0,42.0
1958-01-25,44.5,47.0,42.0
1958-01-26,43.5,48.0,39.0
1958-01-27,45.5,50.0,41.0
1958-01-28,47.5,51.0,44.0
1958-01-29,42.5,45.0,40.0
1958-01-30,40.5,43.0,38.0
1958-01-31,43.0,47.0,39.0
1958-02-01,44.0,48.0,40.0
1958-02-02,42.5,47.0,38.0
1958-02-03,42.0,46.0,38.0
1958-02-04,43.5,49.0,38.0
1958-02-05,44.5,49.0,40.0
1958-02-06,46.5,50.0,43.0
1958-02-07,45.0,47.0,43.0
1958-02-08,47.0,50.0,44.0
1958-02-09,46.0,47.0,45.0
1958-02-10,46.0,49.0,43.0
1958-02-11,45.0,53.0,37.0
1958-02-12,43.0,44.0,42.0
1958-02-13,43.5,47.0,40.0
1958-02-14,44.0,47.0,41.0
1958-02-15,46.0,50.0,42.0
1958-02-16,46.5,50.0,43.0
1958-02-17,46.5,50.0,43.0
1958-02-18,50.5,55.0,46.0
1958-02-19,49.5,52.0,47.0
1958-02-20,50.0,55.0,45.0
1958-02-21,50.0,55.0,45.0
1958-02-22,49.5,53.0,46.0
1958-02-23,51.5,57.0,46.0
1958-02-24,51.5,54.0,49.0
1958-02-25,46.5,50.0,43.0
1958-02-26,45.0,50.0,40.0
1958-02-27,41.5,46.0,37.0
1958-02-28,41.0,46.0,36.0
1958-03-01,41.5,48.0,35.0
1958-03-02,40.5,46.0,35.0
1958-03-03,43.5,51.0,36.0
1958-03-04,42.0,46.0,38.0
1958-03-05,43.0,46.0,40.0
1958-03-06,40.5,46.0,35.0
1958-03-07,41.0,47.0,35.0
1958-03-08,42.0,47.0,37.0
1958-03-09,43.0,47.0,39.0
1958-03-10,40.5,47.0,34.0
1958-03-11,43.0,50.0,36.0
1958-03-12,45.0,52.0,38.0
1958-03-13,45.0,52.0,38.0
1958-03-14,43.5,51.0,36.0
1958-03-15,44.5,53.0,36.0
1958-03-16,47.0,52.0,42.0
1958-03-17,42.5,46.0,39.0
1958-03-18,43.5,47.0,40.0
1958-03-19,45.5,49.0,42.0
1958-03-20,49.0,57.0,41.0
1958-03-21,49.5,53.0,46.0
1958-03-22,52.5,60.0,45.0
1958-03-23,49.5,56.0,43.0
1958-03-24,47.5,51.0,44.0
1958-03-25,47.5,51.0,44.0
1958-03-26,48.5,54.0,43.0
1958-03-27,45.0,53.0,37.0
1958-03-28,47.0,56.0,38.0
1958-03-29,50.0,58.0,42.0
1958-03-30,46.0,51.0,41.0
1958-03-31,51.0,59.0,43.0
1958-05-01,52.5,60.0,45.0
1958-05-02,55.0,62.0,48.0
1958-05-03,57.0,64.0,50.0
1958-05-04,55.0,61.0,49.0
1958-05-05,55.5,62.0,49.0
1958-05-06,54.0,62.0,46.0
1958-05-07,54.5,62.0,47.0
1958-05-08,54.0,62.0,46.0
1958-05-09,54.5,62.0,47.0
1958-05-10,54.5,60.0,49.0
1958-05-11,53.5,59.0,48.0
1958-05-12,49.5,57.0,42.0
1958-05-13,53.5,63.0,44.0
1958-05-14,59.5,72.0,47.0
1958-05-15,61.0,72.0,50.0
1958-05-16,57.5,65.0,50.0
1958-05-17,61.0,73.0,49.0
1958-05-18,62.5,74.0,51.0
1958-05-19,57.5,65.0,50.0
1958-05-20,60.5,70.0,51.0
1958-05-21,61.5,71.0,52.0
1958-05-22,63.0,73.0,53.0
1958-05-23,64.0,73.0,55.0
1958-05-24,63.5,73.0,54.0
1958-05-25,65.0,74.0,56.0
1958-05-26,66.5,77.0,56.0
1958-05-27,65.5,73.0,58.0
1958-05-28,61.5,67.0,56.0
1958-05-29,61.0,66.0,56.0
1958-05-30,59.0,64.0,54.0
1958-05-31,57.0,60.0,54.0
1958-06-01,59.5,66.0,53.0
1958-06-02,61.5,71.0,52.0
1958-06-03,62.5,72.0,53.0
1958-06-04,63.5,70.0,57.0
1958-06-05,69.5,83.0,56.0
1958-06-06,65.5,71.0,60.0
1958-06-07,60.5,66.0,55.0
1958-06-08,63.0,71.0,55.0
1958-06-09,60.0,63.0,57.0
1958-06-10,59.5,63.0,56.0
1958-06-11,58.5,61.0,56.0
1958-06-12,61.0,66.0,56.0
1958-06-13,61.0,65.0,57.0
1958-06-14,64.0,70.0,58.0
1958-06-15,62.5,70.0,55.0
1958-06-16,67.5,78.0,57.0
1958-06-17,68.0,77.0,59.0
1958-06-18,69.0,79.0,59.0
1958-06-19,71.0,77.0,65.0
1958-06-20,67.0,73.0,61.0
1958-06-21,68.5,76.0,61.0
1958-06-22,68.0,76.0,60.0
1958-06-23,69.0,77.0,61.0
1958-06-24,61.0,64.0,58.0
1958-06-25,61.5,66.0,57.0
1958-06-26,65.5,74.0,57.0
1958-06-27,62.0,67.0,57.0
1958-06-28,58.0,64.0,52.0
1958-06-29,57.5,63.0,52.0
1958-06-30,60.5,65.0,56.0
1958-07-01,64.0,71.0,57.0
1958-07-02,66.0,76.0,56.0
1958-07-03,65.0,73.0,57.0
1958-07-04,68.5,77.0,60.0
1958-07-05,70.5,78.0,63.0
1958-07-06,72.0,83.0,61.0
1958-07-07,70.0,79.0,61.0
1958-07-08,65.0,70.0,60.0
1958-07-09,67.5,73.0,62.0
1958-07-10,68.0,74.0,62.0
1958-07-11,69.0,76.0,62.0
1958-07-12,66.5,71.0,62.0
1958-07-13,63.5,71.0,56.0
1958-07-14,69.5,81.0,58.0
1958-07-15,70.5,81.0,60.0
1958-07-16,69.0,76.0,62.0
1958-07-17,70.0,78.0,62.0
1958-07-18,67.5,74.0,61.0
1958-07-19,64.0,70.0,58.0
1958-07-20,65.0,71.0,59.0
1958-07-21,65.5,73.0,58.0
1958-07-22,67.0,74.0,60.0
1958-07-23,68.0,79.0,57.0
1958-07-24,68.0,78.0,58.0
1958-07-25,68.0,77.0,59.0
1958-07-26,69.5,78.0,61.0
1958-07-27,74.5,87.0,62.0
1958-07-28,72.5,83.0,62.0
1958-07-29,71.0,79.0,63.0
1958-07-30,66.0,73.0,59.0
1958-07-31,68.0,75.0,61.0
1958-08-01,63.5,70.0,57.0
1958-08-02,67.0,78.0,56.0
1958-08-03,63.5,71.0,56.0
1958-08-04,64.5,72.0,57.0
1958-08-05,67.0,77.0,57.0
1958-08-06,62.5,65.0,60.0
1958-08-07,65.5,71.0,60.0
1958-08-08,65.0,73.0,57.0
1958-08-09,65.0,74.0,56.0
1958-08-10,67.0,77.0,57.0
1958-08-11,68.5,79.0,58.0
1958-08-12,67.5,77.0,58.0
1958-08-13,68.0,76.0,60.0
1958-08-14,67.5,77.0,58.0
1958-08-15,66.5,75.0,58.0
1958-08-16,65.5,74.0,57.0
1958-08-17,64.0,71.0,57.0
1958-08-18,63.5,71.0,56.0
1958-08-19,64.5,74.0,55.0
1958-08-20,67.5,78.0,57.0
1958-08-21,67.5,77.0,58.0
1958-08-22,65.0,74.0,56.0
1958-08-23,66.0,74.0,58.0
1958-08-24,67.5,76.0,59.0
1958-08-25,66.0,75.0,57.0
1958-08-26,63.5,69.0,58.0
1958-08-27,59.0,62.0,56.0
1958-08-28,58.5,61.0,56.0
1958-08-29,58.0,66.0,50.0
1958-08-30,60.0,62.0,58.0
1958-08-31,60.5,64.0,57.0
1958-09-01,62.5,68.0,57.0
1958-09-02,61.0,66.0,56.0
1958-09-03,50.0,66.0,50.0
1958-09-04,58.0,66.0,50.0
1958-09-05,60.0,66.0,54.0
1958-09-06,62.0,71.0,53.0
1958-09-07,62.0,71.0,53.0
1958-09-08,62.5,68.0,57.0
1958-09-09,65.0,70.0,60.0
1958-09-10,63.0,68.0,58.0
1958-09-11,63.5,70.0,57.0
1958-09-12,61.0,68.0,54.0
1958-09-13,61.0,68.0,54.0
1958-09-14,59.5,65.0,54.0
1958-09-15,59.0,62.0,56.0
1958-09-16,59.5,63.0,56.0
1958-09-17,61.5,68.0,55.0
1958-09-18,56.0,59.0,53.0
1958-09-19,58.0,63.0,53.0
1958-09-20,54.0,58.0,50.0
1958-09-21,56.0,61.0,51.0
1958-09-22,50.5,56.0,45.0
1958-09-23,49.5,57.0,42.0
1958-09-24,49.0,52.0,46.0
1958-09-25,54.0,61.0,47.0
1958-09-26,55.0,60.0,50.0
1958-09-27,54.5,62.0,47.0
1958-09-28,55.5,61.0,50.0
1958-09-29,56.5,60.0,53.0
1958-09-30,53.0,59.0,47.0
1958-10-01,55.5,63.0,48.0
1958-10-02,54.5,61.0,48.0
1958-10-03,54.5,62.0,47.0
1958-10-04,54.0,60.0,48.0
1958-10-05,54.0,59.0,49.0
1958-10-06,53.0,56.0,50.0
1958-10-07,53.5,56.0,51.0
1958-10-08,52.0,56.0,48.0
1958-10-09,46.5,49.0,44.0
1958-10-10,51.5,57.0,46.0
1958-10-11,54.0,57.0,51.0
1958-10-12,54.0,55.0,53.0
1958-10-13,53.5,57.0,50.0
1958-10-14,57.0,60.0,54.0
1958-10-15,54.0,57.0,51.0
1958-10-16,50.0,55.0,45.0
1958-10-17,52.0,62.0,42.0
1958-10-18,57.5,62.0,53.0
1958-10-19,51.0,55.0,47.0
1958-10-20,49.0,55.0,43.0
1958-10-21,47.0,52.0,42.0
1958-10-22,50.5,58.0,43.0
1958-10-23,48.5,53.0,44.0
1958-10-24,45.5,51.0,40.0
1958-10-25,48.5,56.0,41.0
1958-10-26,50.5,56.0,45.0
1958-10-27,48.5,54.0,43.0
1958-10-28,48.5,55.0,42.0
1958-10-29,48.0,54.0,42.0
1958-10-30,53.0,63.0,43.0
1958-10-31,49.5,55.0,44.0
1958-11-01,53.5,56.0,51.0
1958-11-02,51.0,53.0,49.0
1958-11-03,47.0,49.0,45.0
1958-11-04,46.5,50.0,43.0
1958-11-05,46.5,54.0,39.0
1958-11-06,51.5,56.0,47.0
1958-11-07,46.5,52.0,41.0
1958-11-08,48.0,52.0,44.0
1958-11-09,46.0,49.0,43.0
1958-11-10,44.5,48.0,41.0
1958-11-11,46.0,49.0,43.0
1958-11-12,47.5,50.0,45.0
1958-11-13,42.0,45.0,39.0
1958-11-14,40.5,45.0,36.0
1958-11-15,39.0,43.0,35.0
1958-11-16,34.0,39.0,29.0
1958-11-17,38.0,42.0,34.0
1958-11-18,38.5,42.0,35.0
1958-11-19,42.0,48.0,36.0
1958-11-20,45.0,50.0,40.0
1958-11-21,44.5,47.0,42.0
1958-11-22,43.5,45.0,42.0
1958-11-23,43.0,45.0,41.0
1958-11-24,41.0,44.0,38.0
1958-11-25,37.0,42.0,32.0
1958-11-26,35.5,40.0,31.0
1958-11-27,34.5,39.0,30.0
1958-11-28,41.0,50.0,32.0
1958-11-29,44.0,53.0,35.0
1958-11-30,50.5,56.0,45.0
1958-12-01,51.0,55.0,47.0
1958-12-02,50.0,52.0,48.0
1958-12-03,46.0,47.0,45.0
1958-12-04,39.0,42.0,36.0
1958-12-05,36.0,38.0,34.0
1958-12-06,32.5,34.0,31.0
1958-12-07,32.5,35.0,30.0
1958-12-08,32.5,37.0,28.0
1958-12-09,37.5,43.0,32.0
1958-12-10,41.5,44.0,39.0
1958-12-11,42.5,45.0,40.0
1958-12-12,42.5,45.0,40.0
1958-12-13,36.0,40.0,32.0
1958-12-14,40.5,48.0,33.0
1958-12-15,42.5,50.0,35.0
1958-12-16,47.0,49.0,45.0
1958-12-17,48.0,50.0,46.0
1958-12-18,46.0,47.0,45.0
1958-12-19,42.5,50.0,35.0
1958-12-20,46.5,52.0,41.0
1958-12-21,46.5,48.0,45.0
1958-12-22,46.0,48.0,44.0
1958-12-23,43.5,49.0,38.0
1958-12-24,47.5,51.0,44.0
1958-12-25,43.5,46.0,41.0
1958-12-26,44.5,47.0,42.0
1958-12-27,46.0,47.0,45.0
1958-12-28,45.5,47.0,44.0
1958-12-29,45.0,46.0,44.0
1958-12-30,47.5,52.0,43.0
1958-12-31,48.5,52.0,45.0
1959-01-01,39.0,41.0,37.0
1959-01-02,21.0,23.0,19.0
1959-01-03,19.0,23.0,15.0
1959-01-04,22.0,27.0,17.0
1959-01-05,32.5,41.0,24.0
1959-01-06,38.0,47.0,29.0
1959-01-07,45.5,53.0,38.0
1959-01-08,49.5,52.0,47.0
1959-01-09,48.0,51.0,45.0
1959-01-10,47.5,50.0,45.0
1959-01-11,46.0,51.0,41.0
1959-01-12,46.0,48.0,44.0
1959-01-13,42.0,45.0,39.0
1959-01-14,39.0,43.0,35.0
1959-01-15,40.0,43.0,37.0
1959-01-16,43.0,46.0,40.0
1959-01-17,43.0,47.0,39.0
1959-01-18,44.5,47.0,42.0
1959-01-19,39.5,43.0,36.0
1959-01-20,36.0,38.0,34.0
1959-01-21,35.0,39.0,31.0
1959-01-22,41.5,47.0,36.0
1959-01-23,43.0,45.0,41.0
1959-01-24,43.5,45.0,42.0
1959-01-25,45.5,49.0,42.0
1959-01-26,45.0,48.0,42.0
1959-01-27,45.0,48.0,42.0
1959-01-28,42.5,45.0,40.0
1959-01-29,42.0,45.0,39.0
1959-01-30,40.0,44.0,36.0
1959-01-31,37.5,41.0,34.0
1959-02-01,38.0,45.0,31.0
1959-02-02,38.5,42.0,35.0
1959-02-03,41.0,43.0,39.0
1959-02-04,41.5,44.0,39.0
1959-02-05,39.5,42.0,37.0
1959-02-06,39.5,43.0,36.0
1959-02-07,36.5,40.0,33.0
1959-02-08,32.0,34.0,30.0
1959-02-09,34.0,38.0,30.0
1959-02-10,35.5,38.0,33.0
1959-02-11,36.0,40.0,32.0
1959-02-12,38.5,43.0,34.0
1959-02-13,41.0,45.0,37.0
1959-02-14,42.0,46.0,38.0
1959-02-15,40.0,45.0,35.0
1959-02-16,42.0,47.0,37.0
1959-02-17,42.0,46.0,38.0
1959-02-18,40.0,45.0,35.0
1959-02-19,42.0,45.0,39.0
1959-02-20,45.5,50.0,41.0
1959-02-21,41.5,47.0,36.0
1959-02-22,40.5,44.0,37.0
1959-02-23,43.5,45.0,42.0
1959-02-24,41.5,44.0,39.0
1959-02-25,45.5,51.0,40.0
1959-02-26,41.0,43.0,39.0
1959-02-27,42.5,45.0,40.0
1959-02-28,47.0,51.0,43.0
1959-03-01,45.5,49.0,42.0
1959-03-02,40.5,43.0,38.0
1959-03-03,41.0,46.0,36.0
1959-03-04,42.5,48.0,37.0
1959-03-05,44.0,48.0,40.0
1959-03-06,44.5,47.0,42.0
1959-03-07,43.5,47.0,40.0
1959-03-08,46.0,52.0,40.0
1959-03-09,40.0,43.0,37.0
1959-03-10,41.5,46.0,37.0
1959-03-11,39.0,42.0,36.0
1959-03-12,42.5,50.0,35.0
1959-03-13,38.5,44.0,33.0
1959-03-14,38.5,42.0,35.0
1959-03-15,40.5,43.0,38.0
1959-03-16,48.5,55.0,42.0
1959-03-17,50.0,56.0,44.0
1959-03-18,43.5,47.0,40.0
1959-03-19,40.5,45.0,36.0
1959-03-20,46.0,52.0,40.0
1959-03-21,47.5,53.0,42.0
1959-03-22,41.5,47.0,36.0
1959-03-23,41.0,47.0,35.0
1959-03-24,44.5,49.0,40.0
1959-03-25,48.0,50.0,46.0
1959-03-26,48.0,51.0,45.0
1959-03-27,43.5,46.0,41.0
1959-03-28,44.5,50.0,39.0
1959-03-29,45.0,49.0,41.0
1959-03-30,44.0,47.0,41.0
1959-03-31,44.0,46.0,42.0
1959-04-01,44.5,47.0,42.0
1959-04-02,43.0,50.0,36.0
1959-04-03,41.5,45.0,38.0
1959-04-04,44.5,51.0,38.0
1959-04-05,47.0,50.0,44.0
1959-04-06,45.5,50.0,41.0
1959-04-07,46.5,56.0,37.0
1959-04-08,50.5,61.0,40.0
1959-04-09,50.0,60.0,40.0
1959-04-10,55.0,65.0,45.0
1959-04-11,51.0,55.0,47.0
1959-04-12,47.5,53.0,42.0
1959-04-13,45.0,50.0,40.0
1959-04-14,44.5,49.0,40.0
1959-04-15,46.5,53.0,40.0
1959-04-16,46.5,52.0,41.0
1959-04-17,46.5,53.0,40.0
1959-04-18,48.0,54.0,42.0
1959-04-19,48.5,57.0,40.0
1959-04-20,52.0,62.0,42.0
1959-04-21,55.0,64.0,46.0
1959-04-22,53.0,59.0,47.0
1959-04-23,52.0,57.0,47.0
1959-04-24,48.0,56.0,40.0
1959-04-25,50.5,59.0,42.0
1959-04-26,48.0,52.0,44.0
1959-04-27,46.5,50.0,43.0
1959-04-28,50.5,54.0,47.0
1959-04-29,52.5,54.0,51.0
1959-04-30,51.0,56.0,46.0
1959-05-01,48.0,54.0,42.0
1959-05-02,46.5,52.0,41.0
1959-05-03,49.0,54.0,44.0
1959-05-04,45.5,52.0,39.0
1959-05-05,48.0,56.0,40.0
1959-05-06,52.5,62.0,43.0
1959-05-07,54.5,64.0,45.0
1959-05-08,57.5,64.0,51.0
1959-05-09,50.5,56.0,45.0
1959-05-10,51.0,54.0,48.0
1959-05-11,49.5,57.0,42.0
1959-05-12,56.5,68.0,45.0
1959-05-13,62.5,76.0,49.0
1959-05-14,54.5,57.0,52.0
1959-05-15,49.0,50.0,48.0
1959-05-16,50.0,55.0,45.0
1959-05-17,52.5,55.0,50.0
1959-05-18,52.5,58.0,47.0
1959-05-19,53.5,58.0,49.0
1959-05-20,54.0,61.0,47.0
1959-05-21,55.0,64.0,46.0
1959-05-22,60.0,71.0,49.0
1959-05-23,60.0,69.0,51.0
1959-05-24,57.5,64.0,51.0
1959-05-25,50.0,52.0,48.0
1959-05-26,51.5,54.0,49.0
1959-05-27,54.0,60.0,48.0
1959-05-28,56.0,62.0,50.0
1959-05-29,55.5,61.0,50.0
1959-05-30,54.5,61.0,48.0
1959-05-31,60.0,70.0,50.0
1959-06-01,66.5,79.0,54.0
1959-06-02,58.0,61.0,55.0
1959-06-03,58.5,64.0,53.0
1959-06-04,55.5,58.0,53.0
1959-06-05,57.0,65.0,49.0
1959-06-06,56.5,62.0,51.0
1959-06-07,56.0,61.0,51.0
1959-06-08,56.5,60.0,53.0
1959-06-09,51.5,54.0,49.0
1959-06-10,55.0,60.0,50.0
1959-06-11,57.0,62.0,52.0
1959-06-12,58.5,64.0,53.0
1959-06-13,56.0,64.0,48.0
1959-06-14,54.5,59.0,50.0
1959-06-15,56.5,64.0,49.0
1959-06-16,57.5,65.0,50.0
1959-06-17,60.0,66.0,54.0
1959-06-18,63.5,74.0,53.0
1959-06-19,66.0,74.0,58.0
1959-06-20,66.5,72.0,61.0
1959-06-21,62.5,67.0,58.0
1959-06-22,60.5,67.0,54.0
1959-06-23,64.0,70.0,58.0
1959-06-24,63.0,70.0,56.0
1959-06-25,62.0,69.0,55.0
1959-06-26,58.0,63.0,53.0
1959-06-27,58.5,65.0,52.0
1959-06-28,58.5,66.0,51.0
1959-06-29,57.0,68.0,57.0
1959-06-30,55.0,70.0,55.0
1959-07-01,65.0,72.0,58.0
1959-07-02,64.0,72.0,56.0
1959-07-03,60.0,65.0,55.0
1959-07-04,62.0,69.0,55.0
1959-07-05,58.5,64.0,53.0
1959-07-06,57.0,62.0,52.0
1959-07-07,59.0,65.0,53.0
1959-07-08,62.5,71.0,54.0
1959-07-09,63.5,73.0,54.0
1959-07-10,63.5,72.0,55.0
1959-07-11,64.5,72.0,57.0
1959-07-12,63.5,70.0,57.0
1959-07-13,64.0,69.0,59.0
1959-07-14,64.0,73.0,55.0
1959-07-15,64.0,72.0,56.0
1959-07-16,67.0,77.0,57.0
1959-07-17,68.0,78.0,58.0
1959-07-18,68.0,77.0,59.0
1959-07-19,66.5,74.0,59.0
1959-07-20,67.5,76.0,59.0
1959-07-21,67.5,75.0,60.0
1959-07-22,67.5,75.0,60.0
1959-07-23,68.5,75.0,62.0
1959-07-24,63.5,67.0,60.0
1959-07-25,64.0,70.0,58.0
1959-07-26,63.0,70.0,56.0
1959-07-27,59.5,66.0,53.0
1959-07-28,59.0,65.0,53.0
1959-07-29,62.5,72.0,53.0
1959-07-30,67.5,80.0,55.0
1959-07-31,68.0,78.0,58.0
1959-08-01,66.5,74.0,59.0
1959-08-02,58.5,62.0,55.0
1959-08-03,56.0,59.0,53.0
1959-08-04,62.0,68.0,56.0
1959-08-05,60.5,69.0,52.0
1959-08-06,62.0,70.0,54.0
1959-08-07,64.5,72.0,57.0
1959-08-08,63.0,70.0,56.0
1959-08-09,59.5,67.0,52.0
1959-08-10,64.0,74.0,54.0
1959-08-11,62.5,70.0,55.0
1959-08-12,63.0,70.0,56.0
1959-08-13,62.5,68.0,57.0
1959-08-14,62.0,66.0,58.0
1959-08-15,64.0,70.0,58.0
1959-08-16,59.0,61.0,57.0
1959-08-17,59.5,64.0,55.0
1959-08-18,60.0,67.0,53.0
1959-08-19,62.5,70.0,55.0
1959-08-20,62.5,73.0,52.0
1959-08-21,57.0,59.0,55.0
1959-08-22,61.5,68.0,55.0
1959-08-23,59.0,64.0,54.0
1959-08-24,59.0,68.0,50.0
1959-08-25,57.5,64.0,51.0
1959-08-26,58.0,60.0,56.0
1959-08-27,62.5,69.0,56.0
1959-08-28,58.5,63.0,54.0
1959-08-29,59.5,66.0,53.0
1959-08-30,60.0,68.0,52.0
1959-08-31,59.0,65.0,53.0
1959-09-01,58.5,65.0,52.0
1959-09-02,59.0,67.0,51.0
1959-09-03,58.5,62.0,55.0
1959-09-04,55.0,59.0,51.0
1959-09-05,57.0,60.0,54.0
1959-09-06,59.0,65.0,53.0
1959-09-07,52.5,55.0,50.0
1959-09-08,54.5,63.0,46.0
1959-09-09,55.0,63.0,47.0
1959-09-10,56.5,65.0,48.0
1959-09-11,60.0,68.0,52.0
1959-09-12,61.5,68.0,55.0
1959-09-13,61.0,68.0,54.0
1959-09-14,60.0,64.0,56.0
1959-09-15,57.5,60.0,55.0
1959-09-16,56.0,60.0,52.0
1959-09-17,57.0,67.0,47.0
1959-09-18,58.5,62.0,55.0
1959-09-19,57.5,60.0,55.0
1959-09-20,55.0,56.0,54.0
1959-09-21,55.0,57.0,53.0
1959-09-22,58.0,62.0,54.0
1959-09-23,54.0,60.0,48.0
1959-09-24,54.0,56.0,52.0
1959-09-25,55.5,58.0,53.0
1959-09-26,55.0,60.0,50.0
1959-09-27,54.5,60.0,49.0
1959-09-28,52.0,59.0,45.0
1959-09-29,54.5,58.0,51.0
1959-09-30,53.5,60.0,47.0
1960-06-16,62.0,64.0,60.0
1960-06-17,57.0,63.0,51.0
1960-06-18,56.0,62.0,50.0
1960-06-19,54.5,62.0,47.0
1960-06-20,56.0,63.0,49.0
1960-06-21,56.0,61.0,51.0
1960-06-22,59.5,69.0,50.0
1960-06-23,64.5,74.0,55.0
1960-06-24,66.0,72.0,60.0
1960-06-25,49.5,55.0,44.0
1960-06-26,55.0,66.0,44.0
1960-06-27,61.5,67.0,56.0
1960-06-28,63.0,73.0,53.0
1960-06-29,66.0,72.0,60.0
1960-07-01,55.0,62.0,48.0
1960-07-02,69.0,69.0,51.0
1960-07-03,65.0,65.0,54.0
1960-07-04,63.0,69.0,57.0
1960-07-05,66.0,76.0,56.0
1960-07-06,71.0,84.0,58.0
1960-07-07,67.0,76.0,58.0
1960-07-08,63.0,67.0,59.0
1960-07-09,62.0,67.0,57.0
1960-07-10,59.0,65.0,53.0
1960-07-11,67.0,78.0,56.0
1960-07-12,74.5,87.0,62.0
1960-07-13,70.5,82.0,59.0
1960-07-14,66.0,74.0,58.0
1960-07-15,67.5,76.0,59.0
1960-07-16,70.0,85.0,55.0
1960-07-17,70.0,85.0,55.0
1960-07-18,68.0,77.0,59.0
1960-07-19,67.0,74.0,60.0
1960-07-20,68.0,73.0,63.0
1960-07-21,67.5,75.0,60.0
1960-07-22,64.0,73.0,55.0
1960-07-23,63.0,70.0,56.0
1960-07-24,64.0,75.0,53.0
1960-07-25,69.5,78.0,61.0
1960-07-26,65.5,76.0,55.0
1960-07-27,67.0,79.0,55.0
1960-07-28,69.0,81.0,57.0
1960-07-29,74.0,89.0,59.0
1960-07-30,70.0,78.0,62.0
1960-07-31,67.0,73.0,61.0
1960-08-01,62.5,66.0,59.0
1960-08-02,63.5,65.0,62.0
1960-08-03,63.0,68.0,58.0
1960-08-04,66.5,75.0,58.0
1960-08-05,64.5,71.0,58.0
1960-08-06,65.0,72.0,58.0
1960-08-07,70.0,83.0,57.0
1960-08-08,73.0,88.0,58.0
1960-08-09,74.0,89.0,59.0
1960-08-10,68.0,76.0,60.0
1960-08-11,66.0,73.0,59.0
1960-08-12,66.0,74.0,58.0
1960-08-13,65.5,74.0,57.0
1960-08-14,54.0,74.0,54.0
1960-08-15,61.5,74.0,49.0
1960-08-16,54.5,60.0,49.0
1960-08-17,57.5,65.0,50.0
1960-08-18,66.0,75.0,57.0
1960-08-19,66.5,75.0,58.0
1960-08-20,64.5,74.0,55.0
1960-08-21,51.0,69.0,51.0
1960-08-22,57.5,64.0,51.0
1960-08-23,57.5,63.0,52.0
1960-08-24,61.0,61.0,51.0
1960-08-25,64.0,64.0,50.0
1960-08-26,56.0,63.0,49.0
1960-08-27,58.0,64.0,52.0
1960-08-28,52.0,65.0,52.0
1960-08-29,59.0,66.0,52.0
1960-08-30,56.0,60.0,52.0
1960-08-31,56.0,64.0,48.0
1960-09-01,55.0,63.0,47.0
1960-09-02,56.0,64.0,48.0
1960-09-03,56.0,65.0,47.0
1960-09-04,58.5,64.0,53.0
1960-09-05,57.0,64.0,50.0
1960-09-06,57.5,65.0,50.0
1960-09-07,55.5,63.0,48.0
1960-09-08,58.0,69.0,47.0
1960-09-09,61.5,74.0,49.0
1960-09-10,60.5,73.0,48.0
1960-09-11,65.5,79.0,52.0
1960-09-12,66.0,78.0,54.0
1960-09-13,60.0,68.0,52.0
1960-09-14,61.5,69.0,54.0
1960-09-15,58.0,64.0,52.0
1960-09-16,58.5,66.0,51.0
1960-09-17,59.5,67.0,52.0
1960-09-18,59.0,67.0,51.0
1960-09-19,56.5,61.0,52.0
1960-09-20,53.0,61.0,45.0
1960-09-21,52.0,61.0,43.0
1960-09-22,53.5,57.0,50.0
1960-09-23,54.5,57.0,52.0
1960-09-24,54.5,59.0,50.0
1960-09-25,56.5,63.0,50.0
1960-09-26,55.5,61.0,50.0
1960-09-27,53.5,62.0,45.0
1960-09-28,54.0,62.0,46.0
1960-09-29,54.5,62.0,47.0
1960-09-30,56.0,64.0,48.0
1960-10-01,55.0,61.0,49.0
1960-10-02,56.0,64.0,48.0
1960-10-03,55.0,57.0,53.0
1960-10-04,56.5,62.0,51.0
1960-10-05,54.5,62.0,47.0
1960-10-06,56.0,61.0,51.0
1960-10-07,56.5,59.0,54.0
1960-10-08,49.5,54.0,45.0
1960-10-09,48.5,55.0,42.0
1960-10-10,51.0,59.0,43.0
1960-10-11,48.0,56.0,40.0
1960-10-12,49.0,55.0,43.0
1960-10-13,50.0,55.0,45.0
1960-10-14,46.5,50.0,43.0
1960-10-15,50.0,57.0,43.0
1960-10-16,52.5,58.0,47.0
1960-10-17,51.5,58.0,45.0
1960-10-18,51.0,59.0,43.0
1960-10-19,53.5,64.0,43.0
1960-10-20,53.0,55.0,51.0
1960-10-21,52.5,55.0,50.0
1960-10-22,55.5,60.0,51.0
